workerid,predicate,predicateclass,slide_number,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,cheat,Negative,13,0.09,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be tolerant,Positive,14,0.76,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be a mammal,Neutral,15,0.53,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be competent,Positive,16,0.84,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,breathe,Neutral,17,0.95,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,lay eggs,Neutral,18,0.54,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,walk,Neutral,19,0.64,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,eat,Neutral,20,0.69,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be condescending,Negative,21,0.29,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,swim,Neutral,22,0.51,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be smart,Positive,23,0.66,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be talented,Positive,24,0.77,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be intolerant,Negative,25,0.16,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be loud,Negative,26,0.41,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,sleep,Neutral,27,0.9,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be sexist,Negative,28,0.1,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,matter,Positive,29,0.71,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be honest,Positive,30,0.91,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be dirty,Negative,31,0.31,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,lie,Negative,32,0.16,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be selfish,Negative,33,0.16,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be kind,Positive,34,0.97,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
0,be nice,Positive,35,0.86,English,2,Female,31,,Yes,2,Windows,768,1366,Chrome,3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3XJ64T7AMSNSHT7AKJPIGC498VHTWB,Language study,A 4-minute study where you rate properties.,language experiment study communication stanford fun cognitive science,$0.50,Mon Feb 05 09:24:37 PST 2018,20,0,0,0,Reviewable,NotReviewed,1 cond,1200,60000,Wed Mar 07 09:24:37 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3Q9SPIIRWIL3D6ZILRTK1RLQHOAWAY,3Z7ISHFUH0UWAX92PIYFSO54MJ3Z8D,0,Submitted,Tue Feb 06 02:08:26 PST 2018,Mon Feb 05 09:26:24 PST 2018,Mon Feb 05 09:28:26 PST 2018,,,,,,[],1.9686666666666665
